Species_1,Kingdom_1,Interaction_type,Species_2,Kingdom_2
Physcia adscendens,Fungi,epiphyteOf,Alnus glutinosa,Plant
Lecanora glabrata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Graphis scripta,Fungi,epiphyteOf,Quercus robur,Plant
Zwackhia viridis,Fungi,epiphyteOf,Alnus glutinosa,Plant
Alnus glutinosa,Plant,hasEpiphyte,Lepraria eburnea,Fungi
Betula pendula,Plant,hasEpiphyte,Myriolecis persimilis,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Arthonia spadicea,Fungi,epiphyteOf,Tilia cordata,Plant
Populus tremula,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Biatora ligni-mollis,Fungi,epiphyteOf,Quercus robur,Plant
Acer platanoides,Plant,hasEpiphyte,Peltigera praetextata,Fungi
Chaenotheca xyloxena,Fungi,epiphyteOf,Alnus glutinosa,Plant
Carpinus betulus,Plant,hasEpiphyte,Cladonia coniocraea,Fungi
Violella fucata,Fungi,epiphyteOf,Corylus avellana,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Usnea dasopoga,Fungi
Pertusaria coronata,Fungi,epiphyteOf,Quercus robur,Plant
Cladonia macilenta,Fungi,epiphyteOf,Pinus sylvestris,Plant
Lepraria rigidula,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Arthonia radiata,Fungi,epiphyteOf,Corylus avellana,Plant
Anisomeridium polypori,Fungi,epiphyteOf,Populus tremula,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Lecanora carpinea,Fungi
Arthonia radiata,Fungi,epiphyteOf,Quercus robur,Plant
Lecania croatica,Fungi,epiphyteOf,Tilia cordata,Plant
Fuscidea arboricola,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Betula pendula,Plant,hasEpiphyte,Chaenotheca ferruginea,Fungi
Populus tremula,Plant,hasEpiphyte,Myriolecis persimilis,Fungi
Carpinus betulus,Plant,hasEpiphyte,Thelotrema lepadinum,Fungi
Quercus robur,Plant,hasEpiphyte,Lecanora chlarotera,Fungi
Corylus avellana,Plant,hasEpiphyte,Fuscidea arboricola,Fungi
Tilia cordata,Plant,hasEpiphyte,Lepraria elobata,Fungi
Hypogymnia tubulosa,Fungi,epiphyteOf,Quercus robur,Plant
Tilia cordata,Plant,hasEpiphyte,Lepraria rigidula,Fungi
Quercus robur,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Tilia cordata,Plant,hasEpiphyte,Arthonia spadicea,Fungi
Micarea byssacea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Biatora hemipolia,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Phlyctis argena,Fungi
Bryoria fuscescens,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Corylus avellana,Plant,hasEpiphyte,Arthonia radiata,Fungi
Frangula alnus,Plant,hasEpiphyte,Lepraria incana,Fungi
Picea glauca,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Bacidia rubella,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Platismatia glauca,Fungi,epiphyteOf,Corylus avellana,Plant
Lepraria lobificans,Fungi,epiphyteOf,Tilia cordata,Plant
Physcia stellaris,Fungi,epiphyteOf,Acer platanoides,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Graphis scripta,Fungi
Quercus robur,Plant,hasEpiphyte,Calicium adspersum,Fungi
Pertusaria pertusa,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Quercus robur,Plant,hasEpiphyte,Physcia aipolia,Fungi
Trapeliopsis flexuosa,Fungi,epiphyteOf,Betula pendula,Plant
Pyrenula nitidella,Fungi,epiphyteOf,Tilia cordata,Plant
Chaenotheca trichialis,Fungi,epiphyteOf,Acer platanoides,Plant
Lecanora expallens,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Picea glauca,Plant,hasEpiphyte,Usnea hirta ex,Fungi
Lepraria lobificans,Fungi,epiphyteOf,Acer platanoides,Plant
Xanthoria polycarpa,Fungi,epiphyteOf,Alnus glutinosa,Plant
Alnus glutinosa,Plant,hasEpiphyte,Platismatia glauca,Fungi
Carpinus betulus,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Loxospora elatina,Fungi,epiphyteOf,Quercus robur,Plant
Quercus robur,Plant,hasEpiphyte,Bacidia auerswaldii,Fungi
Pinus sylvestris,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Pertusaria flavida,Fungi,epiphyteOf,Quercus robur,Plant
Populus tremula,Plant,hasEpiphyte,Pachyphiale fagicola,Fungi
Menegazzia terebrata,Fungi,epiphyteOf,Alnus glutinosa,Plant
Betula pendula,Plant,hasEpiphyte,Felipes leucopellaeus,Fungi
Pyrenula nitidella,Fungi,epiphyteOf,Quercus robur,Plant
Buellia griseovirens,Fungi,epiphyteOf,Quercus robur,Plant
Acer platanoides,Plant,hasEpiphyte,Lecanora argentata,Fungi
Carpinus betulus,Plant,hasEpiphyte,Parmelia serrana,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Lecanora expallens,Fungi
Micarea byssacea,Fungi,epiphyteOf,Carpinus betulus,Plant
Acer platanoides,Plant,hasEpiphyte,Acrocordia gemmata,Fungi
Carpinus betulus,Plant,hasEpiphyte,Fuscidea arboricola,Fungi
Lecanora thysanophora,Fungi,epiphyteOf,Alnus glutinosa,Plant
Corylus avellana,Plant,hasEpiphyte,Parmelia ernstiae,Fungi
Carpinus betulus,Plant,hasEpiphyte,Usnea dasopoga,Fungi
Tuckermannopsis chlorophylla,Fungi,epiphyteOf,Carpinus betulus,Plant
Corylus avellana,Plant,hasEpiphyte,Dimerella pineti,Fungi
Tilia cordata,Plant,hasEpiphyte,Calicium adspersum,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Cladonia coniocraea,Fungi
Bacidia laurocerasi,Fungi,epiphyteOf,Quercus robur,Plant
Corylus avellana,Plant,hasEpiphyte,Lecidea nylanderi,Fungi
Lecanora carpinea,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Tilia cordata,Plant,hasEpiphyte,Cladonia macilenta,Fungi
Lecanographa amylacea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Populus tremula,Plant,hasEpiphyte,Lecanora hagenii,Fungi
Phlyctis argena,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Zwackhia viridis,Fungi
Lepra amara,Fungi,epiphyteOf,Carpinus betulus,Plant
Betula pendula,Plant,hasEpiphyte,Pycnora sorophora,Fungi
Quercus robur,Plant,hasEpiphyte,Rinodina pyrina,Fungi
Lepraria elobata,Fungi,epiphyteOf,Betula pendula,Plant
Cladonia digitata,Fungi,epiphyteOf,Betula pendula,Plant
Gyalecta flotowii,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Usnea hirta ex,Fungi,epiphyteOf,Picea glauca,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Felipes leucopellaeus,Fungi
Parmelia serrana,Fungi,epiphyteOf,Carpinus betulus,Plant
Usnea hirta ex,Fungi,epiphyteOf,Betula pendula,Plant
Corylus avellana,Plant,hasEpiphyte,Hypogymnia physodes,Fungi
Ulmus minor,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Cetrelia monachorum,Fungi,epiphyteOf,Corylus avellana,Plant
Usnea subfloridana,Fungi,epiphyteOf,Quercus robur,Plant
Alnus glutinosa,Plant,hasEpiphyte,Microcalicium disseminatum,Fungi
Pertusaria leioplaca,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Populus tremula,Plant,hasEpiphyte,Thelotrema lepadinum,Fungi
Populus tremula,Plant,hasEpiphyte,Arthonia spadicea,Fungi
Pyrenula nitida,Fungi,epiphyteOf,Tilia cordata,Plant
Lepra amara,Fungi,epiphyteOf,Alnus glutinosa,Plant
Dimerella pineti,Fungi,epiphyteOf,Tilia cordata,Plant
Evernia prunastri,Fungi,epiphyteOf,Acer platanoides,Plant
Micarea byssacea,Fungi,epiphyteOf,Picea glauca,Plant
Lepraria eburnea,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Calicium viride,Fungi
Ramalina farinacea,Fungi,epiphyteOf,Carpinus betulus,Plant
Graphis scripta,Fungi,epiphyteOf,Acer platanoides,Plant
Tilia cordata,Plant,hasEpiphyte,Platismatia glauca,Fungi
Phlyctis argena,Fungi,epiphyteOf,Ulmus minor,Plant
Lecanora expallens,Fungi,epiphyteOf,Populus tremula,Plant
Populus tremula,Plant,hasEpiphyte,Catillaria nigroclavata,Fungi
Fuscidea arboricola,Fungi,epiphyteOf,Populus tremula,Plant
Melanohalea exasperatula,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Graphis scripta,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Lepraria incana,Fungi
Melanelixia fuliginosa glabratula,Fungi,epiphyteOf,Picea glauca,Plant
Lecanora thysanophora,Fungi,epiphyteOf,Corylus avellana,Plant
Populus tremula,Plant,hasEpiphyte,Biatora mendax,Fungi
Populus tremula,Plant,hasEpiphyte,Anisomeridium biforme,Fungi
Lecanora carpinea,Fungi,epiphyteOf,Corylus avellana,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Lecidella elaeochroma,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Lepraria lobificans,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Biatora efflorescens,Fungi
Loxospora elatina,Fungi,epiphyteOf,Alnus glutinosa,Plant
Picea glauca,Plant,hasEpiphyte,Parmelia ernstiae,Fungi
Tilia cordata,Plant,hasEpiphyte,Biatora efflorescens,Fungi
Arthonia arthonioides,Fungi,epiphyteOf,Quercus robur,Plant
Biatora hemipolia,Fungi,epiphyteOf,Populus tremula,Plant
Corylus avellana,Plant,hasEpiphyte,Lepraria elobata,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Pertusaria coronata,Fungi
Fuscidea arboricola,Fungi,epiphyteOf,Betula pendula,Plant
Populus tremula,Plant,hasEpiphyte,Menegazzia terebrata,Fungi
Alyxoria varia,Fungi,epiphyteOf,Populus tremula,Plant
Scoliciosporum chlorococcum,Fungi,epiphyteOf,Picea glauca,Plant
Ulmus minor,Plant,hasEpiphyte,Phlyctis argena,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Parmelia saxatilis,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Fellhanera gyrophorica,Fungi
Picea glauca,Plant,hasEpiphyte,Scoliciosporum chlorococcum,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Scoliciosporum chlorococcum,Fungi
Inoderma sorediatum,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Betula pendula,Plant,hasEpiphyte,Chaenotheca furfuracea,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Populus tremula,Plant,hasEpiphyte,Cladonia fimbriata,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Graphis betulina,Fungi
Rinodina pyrina,Fungi,epiphyteOf,Acer platanoides,Plant
Lecanora chlarotera,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Thelotrema lepadinum,Fungi,epiphyteOf,Alnus glutinosa,Plant
Pertusaria coccodes,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Parmelia saxatilis,Fungi,epiphyteOf,Quercus robur,Plant
Quercus robur,Plant,hasEpiphyte,Alyxoria varia,Fungi
Physcia adscendens,Fungi,epiphyteOf,Corylus avellana,Plant
Populus tremula,Plant,hasEpiphyte,Lepraria lobificans,Fungi
Physcia adscendens,Fungi,epiphyteOf,Quercus robur,Plant
Buellia griseovirens,Fungi,epiphyteOf,Picea glauca,Plant
Picea glauca,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Arthothelium ruanum,Fungi,epiphyteOf,Carpinus betulus,Plant
Chaenotheca chrysocephala,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Lepraria incana,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Frangula alnus,Plant,hasEpiphyte,Porina aenea,Fungi
Corylus avellana,Plant,hasEpiphyte,Hypotrachyna revoluta,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Physconia distorta,Fungi
Picea glauca,Plant,hasEpiphyte,Loxospora elatina,Fungi
Cladonia fimbriata,Fungi,epiphyteOf,Quercus robur,Plant
Biatora ocelliformis,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Carpinus betulus,Plant,hasEpiphyte,Physcia tenella,Fungi
Ramalina pollinaria,Fungi,epiphyteOf,Carpinus betulus,Plant
Pseudevernia furfuracea,Fungi,epiphyteOf,Tilia cordata,Plant
Catillaria nigroclavata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Quercus robur,Plant,hasEpiphyte,Lecanora thysanophora,Fungi
Parmelia saxatilis,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Calicium salicinum,Fungi
Hypogymnia physodes,Fungi,epiphyteOf,Carpinus betulus,Plant
Lecanora expallens,Fungi,epiphyteOf,Betula pendula,Plant
Buellia griseovirens,Fungi,epiphyteOf,Populus tremula,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Physcia adscendens,Fungi
Chrysothrix candelaris,Fungi,epiphyteOf,Tilia cordata,Plant
Biatora mendax,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Chaenotheca gracilenta,Fungi,epiphyteOf,Acer platanoides,Plant
Bacidia biatorina,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Betula pendula,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Acer platanoides,Plant,hasEpiphyte,Loxospora elatina,Fungi
Physcia tenella,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Arthonia arthonioides,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Graphis scripta,Fungi,epiphyteOf,Corylus avellana,Plant
Alnus glutinosa,Plant,hasEpiphyte,Ochrolechia microstictoides,Fungi
Opegrapha vermicellifera,Fungi,epiphyteOf,Carpinus betulus,Plant
Ramalina pollinaria,Fungi,epiphyteOf,Acer platanoides,Plant
Xanthoria polycarpa,Fungi,epiphyteOf,Tilia cordata,Plant
Carpinus betulus,Plant,hasEpiphyte,Bacidina mendax,Fungi
Betula pendula,Plant,hasEpiphyte,Fuscidea arboricola,Fungi
Parmelia sulcata,Fungi,epiphyteOf,Betula pendula,Plant
Alnus glutinosa,Plant,hasEpiphyte,Parmelia ernstiae,Fungi
Parmelia saxatilis,Fungi,epiphyteOf,Betula pendula,Plant
Opegrapha vermicellifera,Fungi,epiphyteOf,Alnus glutinosa,Plant
Pycnora sorophora,Fungi,epiphyteOf,Betula pendula,Plant
Lecania naegelii,Fungi,epiphyteOf,Tilia cordata,Plant
Menegazzia terebrata,Fungi,epiphyteOf,Picea glauca,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Pyrenula nitidella,Fungi
Lepra albescens,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Picea glauca,Plant,hasEpiphyte,Usnea subfloridana,Fungi
Biatora hemipolia,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Parmelia ernstiae,Fungi,epiphyteOf,Carpinus betulus,Plant
Opegrapha atra,Fungi,epiphyteOf,Quercus robur,Plant
Corylus avellana,Plant,hasEpiphyte,Ramalina pollinaria,Fungi
Betula pendula,Plant,hasEpiphyte,Pertusaria coccodes,Fungi
Reichlingia leopoldii,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Graphis scripta,Fungi,epiphyteOf,Acer platanoides,Plant
Pycnora sorophora,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Carpinus betulus,Plant,hasEpiphyte,Biatora mendax,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Lepra albescens,Fungi
Chaenotheca stemonea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Anisomeridium biforme,Fungi,epiphyteOf,Carpinus betulus,Plant
Opegrapha vulgata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Quercus robur,Plant,hasEpiphyte,Chaenotheca stemonea,Fungi
Chaenotheca ferruginea,Fungi,epiphyteOf,Tilia cordata,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Schismatomma pericleum,Fungi
Lepraria incana,Fungi,epiphyteOf,Alnus glutinosa,Plant
Physcia tenella,Fungi,epiphyteOf,Tilia cordata,Plant
Picea glauca,Plant,hasEpiphyte,Micarea denigrata,Fungi
Quercus robur,Plant,hasEpiphyte,Inoderma byssaceum,Fungi
Chaenotheca ferruginea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Phlyctis argena,Fungi,epiphyteOf,Acer platanoides,Plant
Rinodina pyrina,Fungi,epiphyteOf,Quercus robur,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Pertusaria coccodes,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Zwackhia viridis,Fungi
Arthonia vinosa,Fungi,epiphyteOf,Betula pendula,Plant
Bacidina sulphurella,Fungi,epiphyteOf,Alnus glutinosa,Plant
Hypogymnia tubulosa,Fungi,epiphyteOf,Tilia cordata,Plant
Betula pendula,Plant,hasEpiphyte,Xanthoria parietina,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Lepraria incana,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Phlyctis argena,Fungi
Tilia cordata,Plant,hasEpiphyte,Pseudevernia furfuracea,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Calicium viride,Fungi
Populus tremula,Plant,hasEpiphyte,Hypogymnia physodes,Fungi
Ochrolechia arborea,Fungi,epiphyteOf,Picea glauca,Plant
Carpinus betulus,Plant,hasEpiphyte,Lepraria incana,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Lecania hyalina,Fungi
Catillaria fungoides,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alnus glutinosa,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Platismatia glauca,Fungi,epiphyteOf,Tilia cordata,Plant
Cetrelia monachorum,Fungi,epiphyteOf,Populus tremula,Plant
Lecania naegelii,Fungi,epiphyteOf,Carpinus betulus,Plant
Alnus glutinosa,Plant,hasEpiphyte,Arthothelium ruanum,Fungi
Physconia distorta,Fungi,epiphyteOf,Populus tremula,Plant
Loxospora elatina,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Pertusaria coccodes,Fungi,epiphyteOf,Carpinus betulus,Plant
Micarea denigrata,Fungi,epiphyteOf,Carpinus betulus,Plant
Ulmus minor,Plant,hasEpiphyte,Zwackhia viridis,Fungi
Ramalina pollinaria,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Ropalospora viridis,Fungi
Chaenotheca furfuracea,Fungi,epiphyteOf,Betula pendula,Plant
Micarea byssacea,Fungi,epiphyteOf,Betula pendula,Plant
Pertusaria flavida,Fungi,epiphyteOf,Corylus avellana,Plant
Usnea ceratina,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Inoderma sorediatum,Fungi,epiphyteOf,Alnus glutinosa,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Chaenotheca stemonea,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Melanelixia subaurifera,Fungi
Arthonia cinnabarina,Fungi,epiphyteOf,Corylus avellana,Plant
Tilia cordata,Plant,hasEpiphyte,Catillaria nigroclavata,Fungi
Porina aenea,Fungi,epiphyteOf,Quercus robur,Plant
Ramalina pollinaria,Fungi,epiphyteOf,Corylus avellana,Plant
Ropalospora viridis,Fungi,epiphyteOf,Alnus glutinosa,Plant
Carpinus betulus,Plant,hasEpiphyte,Ramalina pollinaria,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Fuscidea arboricola,Fungi
Inoderma byssaceum,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Populus tremula,Plant,hasEpiphyte,Micarea byssacea,Fungi
Xanthoria parietina,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Pseudevernia furfuracea,Fungi
Arthonia vinosa,Fungi,epiphyteOf,Alnus glutinosa,Plant
Melanelixia fuliginosa glabratula,Fungi,epiphyteOf,Populus tremula,Plant
Acer platanoides,Plant,hasEpiphyte,Usnea dasopoga,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Graphis scripta,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Cladonia fimbriata,Fungi
Corylus avellana,Plant,hasEpiphyte,Cladonia digitata,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Ramalina thrausta,Fungi
Tilia cordata,Plant,hasEpiphyte,Arthonia arthonioides,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Inoderma byssaceum,Fungi
Usnea hirta ex,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Picea glauca,Plant,hasEpiphyte,Anisomeridium polypori,Fungi
Flavoparmelia caperata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Piccolia ochrophora,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Frangula alnus,Plant,hasEpiphyte,Violella fucata,Fungi
Bacidina mendax,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Cladonia macilenta,Fungi,epiphyteOf,Alnus glutinosa,Plant
Opegrapha niveoatra,Fungi,epiphyteOf,Betula pendula,Plant
Melanohalea exasperatula,Fungi,epiphyteOf,Quercus robur,Plant
Micarea byssacea,Fungi,epiphyteOf,Tilia cordata,Plant
Populus tremula,Plant,hasEpiphyte,Lecania naegelii,Fungi
Populus tremula,Plant,hasEpiphyte,Dimerella pineti,Fungi
Lecanora argentata,Fungi,epiphyteOf,Alnus glutinosa,Plant
Alnus glutinosa,Plant,hasEpiphyte,Placynthiella icmalea,Fungi
Fuscidea arboricola,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Carpinus betulus,Plant,hasEpiphyte,Porina aenea,Fungi
Lepraria incana,Fungi,epiphyteOf,Quercus robur,Plant
Carpinus betulus,Plant,hasEpiphyte,Physcia adscendens,Fungi
Cladonia macilenta,Fungi,epiphyteOf,Betula pendula,Plant
Anisomeridium polypori,Fungi,epiphyteOf,Carpinus betulus,Plant
Athallia pyracea,Fungi,epiphyteOf,Populus tremula,Plant
Carpinus betulus,Plant,hasEpiphyte,Lecidella elaeochroma,Fungi
Inoderma byssaceum,Fungi,epiphyteOf,Tilia cordata,Plant
Chaenotheca furfuracea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Physcia stellaris,Fungi,epiphyteOf,Tilia cordata,Plant
Arthonia radiata,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Sclerophora nivea,Fungi
Acer platanoides,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Ochrolechia microstictoides,Fungi,epiphyteOf,Picea glauca,Plant
Carpinus betulus,Plant,hasEpiphyte,Lecania naegelii,Fungi
Phlyctis argena,Fungi,epiphyteOf,Quercus robur,Plant
Betula pendula,Plant,hasEpiphyte,Phlyctis argena,Fungi
Lecanora pulicaris,Fungi,epiphyteOf,Frangula alnus,Plant
Lepraria incana,Fungi,epiphyteOf,Frangula alnus,Plant
Frangula alnus,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Tilia cordata,Plant,hasEpiphyte,Cladonia digitata,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Porina aenea,Fungi
Chaenotheca chrysocephala,Fungi,epiphyteOf,Tilia cordata,Plant
Hypotrachyna revoluta,Fungi,epiphyteOf,Tilia cordata,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Lepra albescens,Fungi
Loxospora elatina,Fungi,epiphyteOf,Carpinus betulus,Plant
Loxospora elatina,Fungi,epiphyteOf,Picea glauca,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Arthothelium spectabile,Fungi
Carpinus betulus,Plant,hasEpiphyte,Reichlingia leopoldii,Fungi
Lepra amara,Fungi,epiphyteOf,Populus tremula,Plant
Lecidea nylanderi,Fungi,epiphyteOf,Alnus glutinosa,Plant
Quercus robur,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Opegrapha niveoatra,Fungi,epiphyteOf,Corylus avellana,Plant
Populus tremula,Plant,hasEpiphyte,Cetrelia monachorum,Fungi
Tilia cordata,Plant,hasEpiphyte,Inoderma sorediatum,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Biatora hemipolia,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Chaenotheca trichialis,Fungi
Quercus robur,Plant,hasEpiphyte,Fellhanera gyrophorica,Fungi
Phlyctis argena,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Physcia tenella,Fungi,epiphyteOf,Carpinus betulus,Plant
Opegrapha rufescens,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Usnea hirta ex,Fungi,epiphyteOf,Pinus sylvestris,Plant
Thelotrema lepadinum,Fungi,epiphyteOf,Populus tremula,Plant
Frangula alnus,Plant,hasEpiphyte,Biatora ocelliformis,Fungi
Quercus robur,Plant,hasEpiphyte,Cladonia macilenta,Fungi
Lepraria rigidula,Fungi,epiphyteOf,Alnus glutinosa,Plant
Lecania cyrtella,Fungi,epiphyteOf,Populus tremula,Plant
Cetrelia cetrarioides,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Porina aenea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alnus glutinosa,Plant,hasEpiphyte,Bacidina sulphurella,Fungi
Ropalospora viridis,Fungi,epiphyteOf,Tilia cordata,Plant
Frangula alnus,Plant,hasEpiphyte,Arthothelium ruanum,Fungi
Populus tremula,Plant,hasEpiphyte,Lecanora expallens,Fungi
Parmelia sulcata,Fungi,epiphyteOf,Picea glauca,Plant
Pseudevernia furfuracea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Biatora hemipolia,Fungi,epiphyteOf,Tilia cordata,Plant
Corylus avellana,Plant,hasEpiphyte,Lecania croatica,Fungi
Ochrolechia microstictoides,Fungi,epiphyteOf,Pinus sylvestris,Plant
Melanelixia fuliginosa glabratula,Fungi,epiphyteOf,Tilia cordata,Plant
Carpinus betulus,Plant,hasEpiphyte,Lepra amara,Fungi
Acer platanoides,Plant,hasEpiphyte,Chaenotheca furfuracea,Fungi
